arm,label,unit,threshold,net_benefit,net_benefit_treat_all,net_benefit_treat_none,flagged_fraction,prevalence,n_items,n_groups
R3b_acqctx_window,deterioration_icu_24h,record,0.23,0.03232665570733309,-0.13512209657051233,0.0,0.1442172623692836,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.24,0.030205449631570735,-0.15005791363065063,0.0,0.13781801154986734,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.25,0.027730086884137143,-0.165392019145726,0.0,0.13095052286561573,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.26,0.026436456747054533,-0.18114055994499256,0.0,0.12345871702825036,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.27,0.026636106484559906,-0.19732056761547195,0.0,0.1164351490557203,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.28,0.02448710611657388,-0.21395001994346463,0.0,0.1081629467769627,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.29,0.02355258443120091,-0.23104790754830212,0.0,0.09895426876853441,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.3,0.021360565452964393,-0.2486343062275636,0.0,0.09115030435461215,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.31,0.019471456717403742,-0.2667304555931805,0.0,0.08303418136413299,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.32,0.017636959575464333,-0.28535884464602135,0.0,0.07616669267988138,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.33,0.01750184616173075,-0.30454330501387245,0.0,0.06851880755423755,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.34,0.01554171337221126,-0.3243091126655978,0.0,0.061183081005150616,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.35,0.014227227431535218,-0.3446830990142992,0.0,0.05384735445606368,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.36,0.012330263773997192,-0.36569377243639767,0.0,0.047448103636647414,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.37,0.011037035385404357,-0.3873714513639595,0.0,0.04448259715935695,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.38,0.009183503929673695,-0.4097484102569266,0.0,0.039644139222725146,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.39,0.008658562484168186,-0.43285903993326974,0.0,0.03808334633994069,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.4,0.008428281567036055,-0.45674002393215757,0.0,0.03496176057437178,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.41,0.008642559911960702,-0.4814305328123634,0.0,0.03324488840330888,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.42,0.007960043702200721,-0.5069724385505077,0.0,0.03137193694396753,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.43,0.007513711702386917,-0.533410551507534,0.0,0.029967223349461527,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.44,0.006789449040112378,-0.5607928827844544,0.0,0.028250351178398626,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.45,0.006413439845623396,-0.5891709351987171,0.0,0.026845637583892617,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.46,0.005630415806785402,-0.6186000265912861,0.0,0.025284844701108162,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.47,0.005621799270255707,-0.6491396497345179,0.0,0.023880131106602153,0.12595598564070548,6407,3626
R3b_acqctx_window,deterioration_icu_24h,record,0.48,0.005234659206877093,-0.680853873767874,0.0,0.022943655376931483,0.12595598564070548,6407,3626
